nome,telefone,email,genero,segmento,tamanho,areaProduto,funcao,estrategiaMarketing,ia,estrategiaAtendimento,aumentoProdutividade,comunicacao,ambienteIntegrado,capacitacao,reducaoCusto,conversao,vendas,ferramentas,timeVendas,estrategiaEmpresa,marca,jornada,marketingOportunidade,produto_sugerido
Cliente 423,(11) 913695961,cliente423@exemplo.com,Masculino,A,Pequeno,Área 2,Função 3,Estrategia B,Não,Proativa,Não,Boa,Sim,Não,Sim,Não,157,Ferramenta B,Time 1,Estrategia 2,Marca B,Jornada 1,Não,Produto 1
Cliente 424,(11) 988911293,cliente424@exemplo.com,Feminino,B,Pequeno,Área 3,Função 1,Estrategia A,Não,Proativa,Não,Ruim,Não,Não,Sim,Sim,597,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 2
Cliente 425,(11) 946396424,cliente425@exemplo.com,Feminino,A,Grande,Área 3,Função 3,Estrategia A,Sim,Reativa,Sim,Boa,Não,Não,Não,Não,396,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 1
Cliente 426,(11) 914294539,cliente426@exemplo.com,Masculino,B,Médio,Área 1,Função 2,Estrategia A,Não,Proativa,Sim,Regular,Não,Não,Sim,Não,233,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 1,Sim,Produto 2
Cliente 427,(11) 921609076,cliente427@exemplo.com,Feminino,C,Grande,Área 3,Função 2,Estrategia B,Não,Proativa,Não,Boa,Não,Não,Sim,Sim,430,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 2,Não,Produto 3
Cliente 428,(11) 983204793,cliente428@exemplo.com,Masculino,C,Médio,Área 2,Função 3,Estrategia B,Não,Reativa,Não,Regular,Não,Não,Sim,Não,348,Ferramenta C,Time 2,Estrategia 2,Marca B,Jornada 1,Sim,Produto 3
Cliente 429,(11) 948498937,cliente429@exemplo.com,Feminino,B,Médio,Área 2,Função 1,Estrategia A,Não,Proativa,Sim,Regular,Não,Sim,Sim,Sim,649,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 2
Cliente 430,(11) 910803328,cliente430@exemplo.com,Masculino,C,Grande,Área 1,Função 2,Estrategia A,Não,Reativa,Sim,Regular,Sim,Sim,Não,Sim,174,Ferramenta B,Time 2,Estrategia 2,Marca B,Jornada 2,Não,Produto 3
Cliente 431,(11) 930840174,cliente431@exemplo.com,Masculino,B,Grande,Área 2,Função 1,Estrategia A,Não,Reativa,Não,Regular,Não,Sim,Sim,Sim,753,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 2
Cliente 432,(11) 911043233,cliente432@exemplo.com,Feminino,C,Grande,Área 1,Função 2,Estrategia B,Não,Proativa,Sim,Regular,Não,Não,Não,Sim,933,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 3
Cliente 433,(11) 987209213,cliente433@exemplo.com,Masculino,A,Pequeno,Área 2,Função 3,Estrategia B,Sim,Proativa,Sim,Boa,Não,Não,Não,Não,267,Ferramenta A,Time 1,Estrategia 1,Marca B,Jornada 1,Sim,Produto 1
Cliente 434,(11) 910529525,cliente434@exemplo.com,Masculino,C,Médio,Área 1,Função 3,Estrategia A,Sim,Reativa,Não,Regular,Não,Não,Não,Sim,870,Ferramenta A,Time 2,Estrategia 2,Marca B,Jornada 2,Não,Produto 3
Cliente 435,(11) 926953831,cliente435@exemplo.com,Masculino,A,Pequeno,Área 3,Função 3,Estrategia A,Não,Proativa,Sim,Boa,Sim,Sim,Sim,Não,602,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 2,Não,Produto 1
Cliente 436,(11) 966996736,cliente436@exemplo.com,Masculino,C,Pequeno,Área 2,Função 2,Estrategia A,Sim,Reativa,Não,Regular,Sim,Não,Não,Não,984,Ferramenta B,Time 1,Estrategia 2,Marca A,Jornada 1,Sim,Produto 3
Cliente 437,(11) 984583311,cliente437@exemplo.com,Masculino,A,Grande,Área 2,Função 1,Estrategia B,Sim,Reativa,Sim,Ruim,Não,Sim,Sim,Não,454,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 1
Cliente 438,(11) 981709884,cliente438@exemplo.com,Masculino,C,Pequeno,Área 1,Função 1,Estrategia B,Não,Reativa,Não,Regular,Sim,Não,Sim,Não,324,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 3
Cliente 439,(11) 992235366,cliente439@exemplo.com,Feminino,A,Grande,Área 1,Função 1,Estrategia B,Sim,Proativa,Sim,Ruim,Sim,Sim,Sim,Não,763,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 1,Não,Produto 1
Cliente 440,(11) 913699391,cliente440@exemplo.com,Masculino,B,Médio,Área 2,Função 2,Estrategia A,Não,Reativa,Não,Regular,Não,Sim,Sim,Sim,630,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 2
Cliente 441,(11) 987183765,cliente441@exemplo.com,Masculino,B,Grande,Área 1,Função 2,Estrategia A,Não,Proativa,Não,Regular,Não,Sim,Sim,Sim,245,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 2,Não,Produto 2
Cliente 442,(11) 958487260,cliente442@exemplo.com,Feminino,A,Pequeno,Área 2,Função 2,Estrategia B,Não,Proativa,Não,Regular,Não,Não,Não,Sim,340,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 1,Sim,Produto 1
Cliente 443,(11) 967338102,cliente443@exemplo.com,Feminino,C,Pequeno,Área 3,Função 2,Estrategia A,Sim,Proativa,Não,Ruim,Não,Sim,Não,Sim,983,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 1,Sim,Produto 3
Cliente 444,(11) 980721474,cliente444@exemplo.com,Feminino,A,Grande,Área 1,Função 2,Estrategia B,Sim,Proativa,Sim,Ruim,Não,Não,Sim,Não,992,Ferramenta C,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 1
Cliente 445,(11) 925192217,cliente445@exemplo.com,Feminino,C,Grande,Área 2,Função 1,Estrategia A,Sim,Reativa,Sim,Regular,Sim,Não,Não,Sim,443,Ferramenta B,Time 2,Estrategia 2,Marca B,Jornada 2,Sim,Produto 3
Cliente 446,(11) 962496015,cliente446@exemplo.com,Feminino,B,Pequeno,Área 3,Função 2,Estrategia A,Sim,Proativa,Não,Boa,Não,Não,Sim,Não,848,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 2
Cliente 447,(11) 920292658,cliente447@exemplo.com,Feminino,C,Médio,Área 3,Função 2,Estrategia A,Não,Reativa,Sim,Regular,Não,Não,Não,Não,134,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 1,Não,Produto 3
Cliente 448,(11) 943698788,cliente448@exemplo.com,Feminino,B,Médio,Área 2,Função 1,Estrategia A,Não,Reativa,Sim,Ruim,Não,Não,Não,Sim,801,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 2,Sim,Produto 2
Cliente 449,(11) 971819576,cliente449@exemplo.com,Masculino,C,Grande,Área 1,Função 2,Estrategia B,Sim,Proativa,Sim,Regular,Sim,Sim,Não,Sim,100,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 2,Sim,Produto 3
Cliente 450,(11) 973362116,cliente450@exemplo.com,Masculino,C,Médio,Área 2,Função 1,Estrategia A,Não,Reativa,Sim,Ruim,Não,Não,Não,Sim,252,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 2,Sim,Produto 3
Cliente 451,(11) 911748014,cliente451@exemplo.com,Feminino,C,Pequeno,Área 3,Função 1,Estrategia B,Não,Reativa,Sim,Ruim,Não,Não,Não,Sim,528,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 2,Sim,Produto 3
Cliente 452,(11) 950711152,cliente452@exemplo.com,Masculino,A,Grande,Área 2,Função 3,Estrategia B,Sim,Proativa,Não,Ruim,Não,Não,Sim,Não,607,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 2,Sim,Produto 1
Cliente 453,(11) 960296557,cliente453@exemplo.com,Masculino,A,Pequeno,Área 1,Função 3,Estrategia B,Não,Reativa,Não,Regular,Sim,Não,Sim,Não,225,Ferramenta C,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
Cliente 454,(11) 956216125,cliente454@exemplo.com,Masculino,B,Pequeno,Área 3,Função 3,Estrategia A,Sim,Reativa,Não,Ruim,Não,Não,Não,Sim,590,Ferramenta C,Time 1,Estrategia 1,Marca A,Jornada 1,Sim,Produto 2
Cliente 455,(11) 979397491,cliente455@exemplo.com,Feminino,B,Médio,Área 2,Função 3,Estrategia B,Não,Reativa,Não,Ruim,Não,Sim,Sim,Não,581,Ferramenta C,Time 2,Estrategia 2,Marca B,Jornada 1,Não,Produto 2
Cliente 456,(11) 991949124,cliente456@exemplo.com,Feminino,A,Grande,Área 1,Função 2,Estrategia B,Sim,Reativa,Sim,Regular,Não,Sim,Não,Não,444,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 2,Sim,Produto 1
Cliente 457,(11) 933295179,cliente457@exemplo.com,Masculino,B,Grande,Área 3,Função 3,Estrategia B,Não,Proativa,Sim,Ruim,Sim,Não,Sim,Não,837,Ferramenta A,Time 1,Estrategia 1,Marca B,Jornada 2,Sim,Produto 2
Cliente 458,(11) 983706383,cliente458@exemplo.com,Feminino,A,Médio,Área 1,Função 1,Estrategia A,Não,Reativa,Não,Regular,Não,Sim,Não,Sim,320,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 1
Cliente 459,(11) 927541337,cliente459@exemplo.com,Masculino,C,Pequeno,Área 3,Função 2,Estrategia A,Sim,Reativa,Sim,Ruim,Não,Sim,Não,Não,822,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 1,Não,Produto 3
Cliente 460,(11) 967399769,cliente460@exemplo.com,Masculino,B,Pequeno,Área 2,Função 3,Estrategia B,Sim,Reativa,Sim,Boa,Não,Não,Não,Sim,124,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 1,Sim,Produto 2
Cliente 461,(11) 930279846,cliente461@exemplo.com,Masculino,B,Pequeno,Área 1,Função 1,Estrategia A,Sim,Reativa,Não,Boa,Sim,Sim,Sim,Sim,627,Ferramenta C,Time 1,Estrategia 1,Marca A,Jornada 2,Não,Produto 2
Cliente 462,(11) 920970723,cliente462@exemplo.com,Masculino,A,Pequeno,Área 3,Função 2,Estrategia B,Sim,Proativa,Sim,Ruim,Não,Não,Sim,Não,281,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 2,Não,Produto 1
Cliente 463,(11) 982807712,cliente463@exemplo.com,Feminino,B,Grande,Área 1,Função 2,Estrategia B,Não,Reativa,Não,Boa,Não,Sim,Não,Não,598,Ferramenta A,Time 2,Estrategia 2,Marca B,Jornada 2,Não,Produto 2
Cliente 464,(11) 982193785,cliente464@exemplo.com,Feminino,B,Grande,Área 1,Função 3,Estrategia A,Não,Proativa,Não,Regular,Não,Sim,Não,Sim,940,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 2,Sim,Produto 2
Cliente 465,(11) 960018037,cliente465@exemplo.com,Feminino,C,Médio,Área 2,Função 2,Estrategia B,Sim,Reativa,Sim,Boa,Sim,Sim,Sim,Não,740,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 1,Não,Produto 3
Cliente 466,(11) 953351876,cliente466@exemplo.com,Masculino,B,Médio,Área 1,Função 1,Estrategia A,Não,Proativa,Sim,Ruim,Sim,Não,Sim,Não,141,Ferramenta C,Time 1,Estrategia 1,Marca B,Jornada 1,Sim,Produto 2
Cliente 467,(11) 960166883,cliente467@exemplo.com,Feminino,C,Grande,Área 3,Função 2,Estrategia A,Sim,Proativa,Não,Ruim,Não,Sim,Sim,Sim,580,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 1,Não,Produto 3
Cliente 468,(11) 970361505,cliente468@exemplo.com,Masculino,A,Grande,Área 3,Função 1,Estrategia B,Sim,Proativa,Não,Regular,Sim,Sim,Sim,Sim,947,Ferramenta A,Time 1,Estrategia 2,Marca A,Jornada 1,Sim,Produto 1
Cliente 469,(11) 956787763,cliente469@exemplo.com,Feminino,B,Pequeno,Área 3,Função 2,Estrategia A,Não,Proativa,Sim,Ruim,Sim,Não,Sim,Sim,847,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 2
Cliente 470,(11) 975732489,cliente470@exemplo.com,Masculino,C,Pequeno,Área 3,Função 3,Estrategia A,Não,Proativa,Não,Regular,Sim,Não,Não,Sim,971,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Sim,Produto 3
Cliente 471,(11) 913693305,cliente471@exemplo.com,Masculino,A,Médio,Área 2,Função 1,Estrategia B,Sim,Reativa,Não,Boa,Não,Sim,Sim,Não,538,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 1
Cliente 472,(11) 923470137,cliente472@exemplo.com,Masculino,B,Grande,Área 1,Função 2,Estrategia B,Sim,Reativa,Não,Boa,Não,Não,Não,Não,501,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 2
Cliente 473,(11) 914466271,cliente473@exemplo.com,Feminino,A,Médio,Área 2,Função 2,Estrategia A,Sim,Reativa,Sim,Regular,Sim,Sim,Não,Sim,645,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 1,Não,Produto 1
Cliente 474,(11) 964717184,cliente474@exemplo.com,Feminino,B,Grande,Área 1,Função 2,Estrategia A,Não,Proativa,Não,Regular,Sim,Sim,Sim,Sim,444,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 1,Não,Produto 2
Cliente 475,(11) 944907127,cliente475@exemplo.com,Feminino,A,Pequeno,Área 1,Função 1,Estrategia B,Não,Reativa,Sim,Ruim,Sim,Não,Sim,Sim,992,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 1,Sim,Produto 1
Cliente 476,(11) 920495300,cliente476@exemplo.com,Feminino,A,Médio,Área 1,Função 1,Estrategia A,Não,Proativa,Não,Boa,Não,Não,Não,Não,144,Ferramenta C,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
Cliente 477,(11) 938709379,cliente477@exemplo.com,Masculino,C,Médio,Área 2,Função 1,Estrategia A,Não,Proativa,Sim,Regular,Não,Não,Sim,Sim,745,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 3
Cliente 478,(11) 944654999,cliente478@exemplo.com,Feminino,A,Grande,Área 1,Função 3,Estrategia A,Sim,Reativa,Não,Boa,Sim,Sim,Não,Não,120,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 1,Não,Produto 1
Cliente 479,(11) 937451727,cliente479@exemplo.com,Feminino,B,Pequeno,Área 2,Função 3,Estrategia A,Sim,Reativa,Sim,Regular,Sim,Não,Sim,Sim,733,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 1,Não,Produto 2
Cliente 480,(11) 984815222,cliente480@exemplo.com,Masculino,B,Médio,Área 3,Função 1,Estrategia A,Sim,Proativa,Sim,Boa,Sim,Sim,Sim,Sim,169,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 1,Não,Produto 2
Cliente 481,(11) 938997889,cliente481@exemplo.com,Masculino,C,Pequeno,Área 3,Função 2,Estrategia A,Sim,Proativa,Sim,Ruim,Sim,Não,Sim,Sim,963,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 3
Cliente 482,(11) 958978079,cliente482@exemplo.com,Masculino,B,Médio,Área 1,Função 3,Estrategia A,Sim,Reativa,Não,Boa,Não,Sim,Não,Não,972,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 2,Não,Produto 2
Cliente 483,(11) 921726298,cliente483@exemplo.com,Feminino,B,Pequeno,Área 2,Função 1,Estrategia B,Sim,Reativa,Não,Boa,Sim,Não,Sim,Não,147,Ferramenta A,Time 1,Estrategia 2,Marca A,Jornada 2,Sim,Produto 2
Cliente 484,(11) 994607827,cliente484@exemplo.com,Masculino,B,Grande,Área 3,Função 2,Estrategia B,Não,Reativa,Não,Boa,Não,Sim,Não,Não,590,Ferramenta C,Time 2,Estrategia 2,Marca A,Jornada 1,Sim,Produto 2
Cliente 485,(11) 965723671,cliente485@exemplo.com,Masculino,A,Médio,Área 2,Função 3,Estrategia B,Não,Reativa,Sim,Boa,Sim,Não,Sim,Sim,650,Ferramenta C,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
Cliente 486,(11) 999843595,cliente486@exemplo.com,Masculino,A,Médio,Área 2,Função 2,Estrategia B,Sim,Proativa,Não,Boa,Sim,Sim,Não,Não,386,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 1
Cliente 487,(11) 966564401,cliente487@exemplo.com,Feminino,B,Pequeno,Área 1,Função 2,Estrategia B,Sim,Reativa,Sim,Ruim,Sim,Não,Sim,Não,109,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 2
Cliente 488,(11) 956673570,cliente488@exemplo.com,Masculino,C,Pequeno,Área 3,Função 2,Estrategia A,Não,Reativa,Não,Regular,Sim,Não,Não,Sim,641,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 2,Sim,Produto 3
Cliente 489,(11) 988547323,cliente489@exemplo.com,Feminino,A,Médio,Área 1,Função 2,Estrategia A,Não,Reativa,Sim,Boa,Sim,Sim,Não,Sim,855,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 1
Cliente 490,(11) 925033888,cliente490@exemplo.com,Feminino,C,Grande,Área 1,Função 3,Estrategia A,Não,Proativa,Sim,Ruim,Não,Não,Não,Não,373,Ferramenta C,Time 1,Estrategia 2,Marca B,Jornada 1,Não,Produto 3
Cliente 491,(11) 999132960,cliente491@exemplo.com,Masculino,B,Pequeno,Área 3,Função 3,Estrategia A,Não,Proativa,Sim,Boa,Sim,Sim,Não,Não,699,Ferramenta C,Time 2,Estrategia 2,Marca B,Jornada 1,Não,Produto 2
Cliente 492,(11) 971704882,cliente492@exemplo.com,Masculino,B,Pequeno,Área 3,Função 3,Estrategia B,Sim,Proativa,Não,Boa,Sim,Sim,Não,Não,855,Ferramenta A,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 2
Cliente 493,(11) 944958762,cliente493@exemplo.com,Feminino,A,Pequeno,Área 2,Função 1,Estrategia A,Sim,Proativa,Não,Regular,Sim,Não,Não,Não,480,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 1,Não,Produto 1
Cliente 494,(11) 927028708,cliente494@exemplo.com,Masculino,B,Médio,Área 3,Função 3,Estrategia A,Sim,Reativa,Não,Boa,Não,Sim,Sim,Sim,428,Ferramenta A,Time 2,Estrategia 2,Marca B,Jornada 1,Sim,Produto 2
Cliente 495,(11) 914035851,cliente495@exemplo.com,Masculino,A,Médio,Área 2,Função 2,Estrategia B,Sim,Proativa,Sim,Ruim,Não,Não,Não,Sim,578,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 1,Não,Produto 1
Cliente 496,(11) 957685442,cliente496@exemplo.com,Feminino,B,Médio,Área 2,Função 3,Estrategia A,Sim,Reativa,Sim,Ruim,Não,Não,Não,Sim,114,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 2
Cliente 497,(11) 944045504,cliente497@exemplo.com,Feminino,B,Médio,Área 2,Função 2,Estrategia A,Não,Reativa,Não,Regular,Não,Sim,Não,Não,615,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 1,Não,Produto 2
Cliente 498,(11) 992396202,cliente498@exemplo.com,Masculino,A,Grande,Área 3,Função 1,Estrategia B,Sim,Reativa,Não,Boa,Sim,Não,Sim,Não,290,Ferramenta B,Time 2,Estrategia 2,Marca B,Jornada 1,Sim,Produto 1
Cliente 499,(11) 945610155,cliente499@exemplo.com,Feminino,A,Grande,Área 1,Função 2,Estrategia A,Não,Reativa,Não,Ruim,Sim,Sim,Sim,Sim,267,Ferramenta C,Time 1,Estrategia 1,Marca B,Jornada 1,Não,Produto 1
Cliente 500,(11) 939469068,cliente500@exemplo.com,Masculino,A,Médio,Área 2,Função 2,Estrategia A,Sim,Proativa,Sim,Boa,Sim,Sim,Sim,Sim,620,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
